Guess,deens,diets,doema,drent,duits,daags,dacht,dadel,dader,dagen,dager,dagge,dagje,daken,dalem,dalen,daler,damar,dames,dandy,danig,darts,daten,datje,datum,daver,davit,dazen,debat,debet,decor,deden,deels,deern,degel,degen,deken,delen,deler,delta,demon,denim,denke,depot,depri,derby,derde,deren,derny,desem,detox,deuce,deugd,dew1l,dezen,dezer,dezes,dicht,dieet,diens,diepe,diets,d1ken,d1ker,dikte,dildo,dille,dinar,diner,dingo,diode,disco,divan,dixit,dizzy,djati,djinn,djogo,docht,doden,dogma,doken,dolby,dolce,dolen,doler,dolik,dolle,dolly,dombo,domen,domig,domme,donna,donor,donut,doods,dooie,doorn,dopen,doper,doren,dorps,dorst,dosis,doven,dover,dovig,doz1n,draad,draai,draak,drain,drama,drang,drank,dreef,dreun,dries,drift,drink,drive,droef,droeg,droes,droge,drong,dronk,droog,droom,droop,drops,drost,drugs,druif,druil,drums,druus,duaal,duist,dulia,dummy,dunne,dunte,duren,dutje,duvel,duwen,dwaal,dwaas,dwang,dwars,dwaze,dweil,dwerg,dansi,dawet,dogla,doder,duwer
draak,20000,20000,20100,22000,20000,20210,20100,20100,21100,20100,21100,20100,20100,20101,20100,20100,21100,21120,20100,20100,20100,21100,20100,20100,20100,21100,20100,20100,20020,20000,21000,20000,20000,21000,20000,20000,20001,20000,21000,20100,20000,20000,20001,20000,21000,21000,21000,21000,21000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20001,21001,20001,20000,20000,21020,21000,20000,20000,20000,20020,20000,20000,20200,20000,20000,20000,20000,20100,20001,20000,20000,20000,21000,20002,20000,20000,20000,20000,20000,20000,20100,21000,20000,20000,20000,21000,20000,21000,21000,21000,21000,20000,20000,21000,20000,20000,22220,22220,22222,22200,22210,22200,22202,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,20220,20000,20100,20000,20000,20000,21000,20000,20000,20000,20220,20220,20200,21200,20200,20000,21000,20100,20100,20100,21000,21000
drain,20001,20010,20100,22001,20010,20200,20100,20100,21100,20102,21100,20100,20100,20102,20100,20102,21100,21100,20100,20101,20121,21100,20102,20100,20100,21100,20120,20102,20100,20000,21000,20002,20000,21002,20000,20002,20002,20002,21000,20100,20002,20021,20001,20000,21010,21000,21000,21002,21001,20000,20000,20000,20000,20000,20002,21000,20000,20010,20010,20011,20010,20010,20002,21000,20010,20010,20010,21111,21011,20011,20010,20010,20112,20020,20010,20210,20012,20000,20000,20002,20100,20002,20000,20000,20002,21000,20020,20000,20000,20000,20002,20020,20000,20101,21001,20001,20000,20020,21002,20002,21000,21002,21000,21000,20020,20002,21000,20020,20002,22200,22210,22200,22222,22200,22201,22201,22000,22002,22010,22010,22011,22010,22000,22000,22000,22000,22001,22001,22000,22000,22000,22000,22000,22000,22020,22020,22000,22000,20200,20010,20120,20000,20001,20001,21002,20000,20000,20002,20200,20200,20201,21200,20200,20020,21000,20111,20100,20100,21000,21000
drama,20000,20000,20022,22000,20000,20201,20100,20100,21100,20100,21100,20100,20100,20100,20110,20100,21100,21111,20110,20100,20100,21100,20100,20100,20110,21100,20100,20100,20100,20000,21000,20000,20000,21000,20000,20000,20000,20000,21000,20002,20010,20010,20000,20000,21000,21000,21000,21000,21000,20010,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,21100,21000,20000,20000,20000,20100,20000,20000,20200,20000,20000,20000,20000,20022,20000,20000,20000,20000,21000,20000,20000,20000,20010,20010,20010,20020,20002,21000,20000,20000,20000,21000,20000,21000,21000,21000,21000,20000,20000,21000,20000,20000,22201,22201,22201,22200,22222,22200,22200,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22010,22000,22000,22000,22000,22000,22000,22020,22000,20201,20000,20002,20020,20000,20000,21000,20000,20000,20000,20201,20201,20200,21200,20200,20000,21000,20100,20100,20002,21000,21000
drang,20020,20000,20100,22020,20000,20201,20100,20100,21100,20111,21101,20101,20101,20110,20100,20110,21100,21100,20100,20110,20112,21100,20110,20100,20100,21100,20100,20110,20100,20000,21000,20010,20000,21010,20001,20011,20010,20010,21000,20100,20010,20010,20010,20000,21000,21000,21000,21010,21020,20000,20000,20000,20001,20000,20010,21000,20000,20000,20000,20020,20000,20000,20010,21000,20000,20000,20000,21110,21010,20011,20000,20000,20110,20000,20000,20200,20020,20001,20000,20010,20101,20010,20000,20000,20010,21000,20000,20000,20000,20000,20010,20002,20000,20120,21010,20010,20000,20000,21010,20010,21000,21010,21000,21000,20000,20010,21000,20002,20010,22200,22200,22200,22210,22200,22222,22220,22000,22010,22000,22000,22020,22000,22000,22002,22000,22001,22022,22020,22002,22000,22000,22000,22000,22001,22000,22000,22000,22000,20200,20000,20100,20000,20020,20010,21010,20000,20000,20010,20200,20200,20222,21200,20200,20000,21002,20110,20100,20101,21000,21000
drank,20020,20000,20100,22020,20000,20200,20100,20100,21100,20110,21100,20100,20100,20111,20100,20110,21100,21100,20100,20110,20110,21100,20110,20100,20100,21100,20100,20110,20100,20000,21000,20010,20000,21010,20000,20010,20011,20010,21000,20100,20010,20010,20011,20000,21000,21000,21000,21010,21020,20000,20000,20000,20000,20000,20010,21000,20000,20000,20000,20020,20000,20000,20011,21001,20001,20000,20000,21110,21010,20010,20000,20000,20110,20000,20000,20200,20020,20000,20000,20010,20100,20011,20000,20000,20010,21000,20002,20000,20000,20000,20010,20000,20000,20120,21010,20010,20000,20000,21010,20010,21000,21010,21000,21000,20000,20010,21000,20000,20010,22200,22200,22202,22210,22200,22220,22222,22000,22010,22000,22000,22022,22000,22000,22000,22000,22000,22020,22022,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,20200,20000,20100,20000,20020,20010,21010,20000,20000,20010,20200,20200,20220,21200,20200,20000,21000,20110,20100,20100,21000,21000
dreef,20210,20200,20200,22200,20000,20000,20000,20020,21020,20020,21020,20100,20100,20020,20020,20020,21020,21000,20020,20000,20000,21000,20020,20100,20000,21020,20000,20020,20100,20120,21100,20120,20210,21210,20120,20120,20120,20120,21120,20100,20100,20100,20110,20100,21100,21100,21110,21120,21100,20120,20100,20110,20100,20100,20120,21120,20120,20000,20220,20200,20210,20200,20020,21020,20100,20000,20100,21000,21020,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20020,20000,20100,20020,21020,20000,20100,20000,20000,20020,20000,20100,20000,21000,20000,20000,20100,21000,20020,21020,21020,21000,21000,20000,20020,21020,20000,20000,22000,22000,22000,22000,22000,22000,22000,22222,22200,22020,22001,22000,22100,22022,22020,22020,22100,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,20000,20000,20000,20000,20100,20100,21020,20100,20020,20020,20000,20000,20000,21000,20100,20200,21200,20000,20020,20000,21020,21020
dreun,20201,20200,20200,22201,20010,20000,20000,20100,21100,20102,21100,20100,20100,20102,20100,20102,21100,21000,20100,20001,20001,21000,20102,20100,20020,21100,20000,20102,20100,20100,21100,20102,20200,21202,20100,20102,20102,20102,21100,20100,20102,20101,20101,20100,21100,21100,21100,21102,21101,20100,20100,20110,20110,20100,20102,21100,20100,20000,20200,20201,20200,20200,20102,21100,20100,20000,20100,21001,21101,20001,20100,20000,20002,20000,20000,20000,20002,20000,20000,20102,20000,20102,20000,20100,20102,21100,20000,20100,20000,20000,20102,20000,20100,20001,21001,20021,20000,20100,21002,20102,21100,21102,21000,21000,20000,20102,21100,20000,20002,22000,22000,22000,22002,22000,22001,22001,22200,22222,22100,22000,22001,22100,22100,22100,22100,22100,22001,22001,22000,22000,22000,22000,22000,22010,22010,22010,22010,22020,20010,20010,20010,20010,20111,20111,21112,20110,20110,20112,20000,20000,20001,21000,20100,20200,21200,20001,20100,20000,21100,21110
dries,20012,20112,20010,22010,20202,20002,20000,20020,21020,20020,21020,20010,20010,20020,20020,20020,21020,21000,20022,20000,20100,21002,20020,20010,20000,21020,20100,20020,20010,20020,21010,20020,20012,21010,20020,20020,20020,20020,21020,20010,20010,20110,20010,20010,21110,21010,21010,21020,21010,20021,20010,20010,20010,20010,20020,21020,20022,20100,20120,20112,20110,20112,20020,21020,20110,20100,20110,21100,21120,20100,20110,20101,20100,20100,20100,20100,20200,20000,20000,20020,20000,20020,20000,20010,20020,21020,20100,20010,20000,20000,20020,20100,20010,20000,21000,20000,20002,20110,21000,20020,21020,21020,21002,21001,20102,20020,21020,20100,20000,22000,22100,22000,22100,22000,22000,22000,22020,22010,22222,22200,22200,22210,22020,22020,22022,22010,22000,22000,22000,22000,22000,22002,22001,22002,22100,22100,22002,22002,20000,20201,20100,20000,20010,20010,21020,20010,20020,20020,20000,20002,20000,21002,20010,20110,21010,20101,20020,20000,21020,21020
drift,20000,20101,20000,22002,20201,20000,20002,20000,21000,20000,21000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20100,21001,20001,20001,20001,21000,20102,20000,20002,20002,21000,20000,20000,21000,20000,20000,20000,20000,21000,20001,20000,20100,20000,20002,21100,21000,21000,21000,21000,20000,20001,20000,20000,20000,20000,21000,20000,20102,20102,20100,20100,20101,20000,21000,20101,20100,20100,21100,21100,20100,20100,20100,20100,20102,20100,20101,20200,20000,20002,20000,20000,20000,20000,20000,20000,21000,20100,20000,20000,20000,20000,20100,20000,20000,21000,20002,20000,20100,21000,20000,21000,21000,21000,21002,20100,20000,21000,20100,20000,22000,22100,22000,22100,22000,22000,22000,22010,22000,22200,22222,22200,22200,22010,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22110,22100,22000,22000,20000,20202,20100,20000,20000,20001,21000,20001,20000,20000,20000,20000,20000,21000,20000,20100,21000,20100,20002,20000,21000,21000
drink,20020,20100,20000,22020,20200,20000,20000,20000,21000,20010,21000,20000,20000,20011,20000,20010,21000,21000,20000,20010,20110,21000,20010,20000,20000,21000,20100,20010,20000,20000,21000,20010,20000,21010,20000,20010,20011,20010,21000,20000,20010,20110,20011,20000,21100,21000,21000,21010,21020,20000,20000,20000,20000,20000,20010,21000,20000,20100,20100,20120,20100,20100,20011,21001,20101,20100,20100,21110,21110,20110,20100,20100,20110,20100,20100,20100,20220,20000,20000,20010,20000,20011,20000,20000,20010,21000,20102,20000,20000,20000,20010,20100,20000,20020,21010,20010,20000,20100,21010,20010,21000,21010,21000,21000,20100,20010,21000,20100,20010,22000,22100,22002,22110,22000,22020,22022,22000,22010,22200,22200,22222,22200,22000,22000,22000,22000,22020,22022,22000,22000,22000,22000,22000,22000,22100,22100,22000,22000,20000,20200,20100,20000,20020,20010,21010,20000,20000,20010,20000,20000,20020,21000,20000,20100,21000,20110,20000,20000,21000,21000
drive,20001,20101,20001,22001,20200,20000,20000,20001,21001,20001,21001,20002,20002,20001,20001,20001,21001,21000,20001,20000,20100,21000,20001,20002,20000,21011,20110,20001,20001,20001,21001,20001,20001,21001,20001,20001,20001,20001,21001,20001,20001,20101,20002,20001,21101,21001,21002,21001,21001,20001,20001,20002,20001,20001,20001,21001,20001,20100,20101,20101,20102,20101,20001,21001,20102,20100,20102,21100,21101,20100,20102,20100,20110,20100,20100,20100,20200,20000,20000,20001,20000,20001,20000,20002,20001,21001,20100,20002,20000,20000,20001,20100,20002,20000,21000,20000,20000,20102,21000,20001,21001,21001,21000,21000,20100,20011,21011,20110,20000,22000,22100,22000,22100,22000,22000,22000,22001,22001,22201,22200,22200,22222,22001,22001,22001,22002,22000,22000,22000,22000,22000,22000,22000,22000,22100,22100,22000,22000,20000,20200,20100,20000,20002,20002,21001,20002,20011,20001,20000,20000,20000,21000,20002,20101,21001,20100,20001,20000,21001,21001
droef,20010,20010,20110,22010,20000,20000,20000,20020,21020,20020,21020,20010,20010,20020,20020,20020,21020,21000,20020,20000,20000,21000,20020,20010,20000,21020,20000,20020,20010,20020,21110,20020,20010,21010,20020,20020,20020,20020,21020,20010,20110,20010,20010,20110,21010,21010,21010,21020,21010,20020,20110,20010,20010,20010,20020,21020,20020,20000,20020,20010,20010,20010,20020,21020,20010,20100,20010,21000,21020,20100,20210,20100,20000,20000,20000,20000,20000,20200,20100,20120,20100,20120,20100,20110,20120,21120,20100,20110,20100,20100,20120,20100,20110,20100,21100,20100,20200,20210,21200,20120,21120,21120,21100,21100,20100,20120,21120,20100,20100,22000,22000,22000,22000,22000,22000,22000,22022,22010,22020,22001,22000,22010,22222,22220,22220,22210,22200,22200,22200,22200,22200,22200,22200,22000,22002,22000,22000,22000,20000,20000,20000,20000,20010,20010,21020,20010,20020,20020,20000,20000,20000,21000,20010,20010,21010,20000,20020,20100,21120,21020
droeg,20010,20010,20110,22010,20000,20001,20000,20020,21020,20021,21021,20011,20011,20020,20020,20020,21020,21000,20020,20000,20002,21000,20020,20010,20000,21020,20000,20020,20010,20020,21110,20020,20010,21010,20021,20021,20020,20020,21020,20010,20110,20010,20010,20110,21010,21010,21010,21020,21010,20020,20110,20010,20011,20010,20020,21020,20020,20000,20020,20010,20010,20010,20020,21020,20010,20100,20010,21000,21020,20101,20210,20100,20000,20000,20000,20000,20000,20201,20100,20120,20101,20120,20100,20110,20120,21120,20100,20110,20100,20100,20120,20102,20110,20100,21100,20100,20200,20210,21200,20120,21120,21120,21100,21100,20100,20120,21120,20102,20100,22000,22000,22000,22000,22000,22002,22000,22020,22010,22020,22000,22000,22010,22220,22222,22220,22211,22202,22200,22202,22200,22200,22200,22200,22001,22000,22000,22000,22000,20000,20000,20000,20000,20010,20010,21020,20010,20020,20020,20000,20000,20002,21000,20010,20010,21012,20000,20020,20101,21120,21020
droes,20012,20012,20110,22010,20002,20002,20000,20020,21020,20020,21020,20010,20010,20020,20020,20020,21020,21000,20022,20000,20000,21002,20020,20010,20000,21020,20000,20020,20010,20020,21110,20020,20012,21010,20020,20020,20020,20020,21020,20010,20110,20010,20010,20110,21010,21010,21010,21020,21010,20021,20110,20010,20010,20010,20020,21020,20022,20000,20020,20012,20010,20012,20020,21020,20010,20100,20010,21000,21020,20100,20210,20101,20000,20000,20000,20000,20000,20200,20100,20120,20100,20120,20100,20110,20120,21120,20100,20110,20100,20100,20120,20100,20110,20100,21100,20100,20202,20210,21200,20120,21120,21120,21102,21101,20102,20120,21120,20100,20100,22000,22000,22000,22000,22000,22000,22000,22020,22010,22022,22000,22000,22010,22220,22220,22222,22210,22200,22200,22200,22200,22200,22202,22201,22002,22000,22000,22002,22002,20000,20001,20000,20000,20010,20010,21020,20010,20020,20020,20000,20002,20000,21002,20010,20010,21010,20001,20020,20100,21120,21020
droge,20001,20001,20101,22001,20000,20020,20000,20001,21001,20011,21011,20022,20012,20001,20001,20001,21001,21000,20001,20000,20010,21000,20001,20002,20000,21001,20000,20001,20001,20001,21101,20001,20001,21001,20011,20011,20001,20001,21001,20001,20101,20001,20002,20101,21001,21001,21002,21001,21001,20001,20101,20002,20021,20001,20001,21001,20001,20000,20001,20001,20002,20001,20001,21001,20002,20100,20002,21000,21001,20120,20202,20100,20000,20000,20000,20000,20000,20220,20100,20101,20110,20101,20100,20102,20101,21101,20100,20102,20100,20100,20101,20110,20102,20100,21100,20100,20200,20202,21200,20101,21101,21101,21100,21100,20100,20101,21101,20110,20100,22000,22000,22000,22000,22000,22010,22000,22001,22001,22001,22000,22000,22002,22201,22211,22201,22222,22210,22200,22210,22200,22200,22200,22200,22020,22000,22000,22000,22000,20000,20000,20000,20000,20002,20002,21001,20002,20001,20001,20000,20000,20010,21000,20002,20001,21011,20000,20001,20110,21101,21001
drong,20020,20000,20100,22020,20000,20001,20000,20000,21000,20011,21001,20001,20001,20010,20000,20010,21000,21000,20000,20010,20012,21000,20010,20000,20000,21000,20000,20010,20000,20000,21100,20010,20000,21010,20001,20011,20010,20010,21000,20000,20110,20010,20010,20100,21000,21000,21000,21010,21020,20000,20100,20000,20001,20000,20010,21000,20000,20000,20000,20020,20000,20000,20010,21000,20000,20100,20000,21010,21010,20111,20200,20100,20010,20000,20000,20000,20020,20201,20100,20110,20101,20110,20100,20100,20110,21100,20100,20100,20100,20100,20110,20102,20100,20120,21110,20110,20200,20200,21210,20110,21100,21110,21100,21100,20100,20110,21100,20102,20110,22000,22000,22000,22010,22000,22022,22020,22000,22010,22000,22000,22020,22000,22200,22202,22200,22201,22222,22220,22202,22200,22200,22200,22200,22001,22000,22000,22000,22000,20000,20000,20000,20000,20020,20010,21010,20000,20000,20010,20000,20000,20022,21000,20000,20000,21002,20010,20000,20101,21100,21000
dronk,20020,20000,20100,22020,20000,20000,20000,20000,21000,20010,21000,20000,20000,20011,20000,20010,21000,21000,20000,20010,20010,21000,20010,20000,20000,21000,20000,20010,20000,20000,21100,20010,20000,21010,20000,20010,20011,20010,21000,20000,20110,20010,20011,20100,21000,21000,21000,21010,21020,20000,20100,20000,20000,20000,20010,21000,20000,20000,20000,20020,20000,20000,20011,21001,20001,20100,20000,21010,21010,20110,20200,20100,20010,20000,20000,20000,20020,20200,20100,20110,20100,20111,20100,20100,20110,21100,20102,20100,20100,20100,20110,20100,20100,20120,21110,20110,20200,20200,21210,20110,21100,21110,21100,21100,20100,20110,21100,20100,20110,22000,22000,22002,22010,22000,22020,22022,22000,22010,22000,22000,22022,22000,22200,22200,22200,22200,22220,22222,22200,22200,22200,22200,22200,22000,22000,22000,22000,22000,20000,20000,20000,20000,20020,20010,21010,20000,20000,20010,20000,20000,20020,21000,20000,20000,21000,20010,20000,20100,21100,21000
droog,20000,20000,20100,22000,20000,20001,20000,20000,21000,20001,21001,20001,20001,20000,20000,20000,21000,21000,20000,20000,20002,21000,20000,20000,20000,21000,20000,20000,20000,20000,21020,20000,20000,21000,20001,20001,20000,20000,21000,20000,20020,20000,20000,20020,21000,21000,21000,21000,21000,20000,20020,20000,20001,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20100,20000,21000,21000,20101,20200,20100,20000,20000,20000,20000,20000,20211,20100,20100,20101,20100,20100,20100,20100,21100,20100,20100,20100,20110,20100,20102,20100,20100,21120,20100,20210,20210,21210,20100,21100,21100,21100,21100,20100,20100,21100,20102,20100,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22200,22202,22200,22201,22202,22200,22222,22220,22220,22200,22200,22001,22000,22000,22000,22000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20002,21000,20000,20000,21002,20000,20000,20101,21100,21000
droom,20000,20000,20101,22000,20000,20000,20000,20000,21000,20000,21000,20000,20000,20000,20002,20000,21000,21001,20001,20000,20000,21000,20000,20000,20002,21000,20000,20000,20000,20000,21020,20000,20000,21000,20000,20000,20000,20000,21000,20000,20021,20002,20000,20020,21000,21000,21000,21000,21000,20002,20020,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20100,20000,21000,21000,20100,20200,20100,20000,20000,20000,20000,20000,20210,20100,20100,20101,20100,20100,20100,20100,21100,20100,20100,20100,20111,20101,20101,20101,20100,21120,20100,20210,20210,21210,20100,21100,21100,21100,21100,20100,20100,21100,20100,20100,22000,22000,22000,22000,22001,22000,22000,22000,22000,22000,22000,22000,22000,22200,22200,22200,22200,22200,22200,22220,22222,22220,22200,22200,22000,22000,22000,22001,22000,20000,20000,20000,20001,20000,20000,21000,20000,20000,20000,20000,20000,20000,21000,20000,20000,21000,20000,20000,20100,21100,21000
droop,20000,20000,20100,22000,20000,20000,20000,20000,21000,20000,21000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,21000,20000,20000,20000,21000,20000,20000,20000,20000,21020,20000,20000,21000,20000,20000,20000,20000,21000,20000,20020,20000,20000,20021,21001,21000,21000,21000,21000,20000,20020,20000,20000,20000,20000,21000,20000,20000,20000,20000,20001,20000,20000,21000,20000,20100,20000,21000,21000,20100,20200,20100,20000,20000,20000,20000,20000,20210,20100,20100,20100,20100,20100,20100,20100,21100,20100,20100,20100,20110,20100,20100,20100,20100,21120,20100,20210,20210,21210,20101,21101,21100,21101,21100,20100,20100,21100,20100,20100,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22200,22200,22200,22200,22200,22200,22220,22220,22222,22201,22200,22000,22000,22000,22000,22000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,21000,20000,20000,21000,20000,20000,20100,21100,21000
