Guess,gents,ghana,gouds,griek,gaard,gabbe,gaden,gaffe,gagel,gaine,gajes,galei,galon,galop,gamba,gamel,gamen,gamer,gamma,gapen,gaper,garde,garen,garoe,garve,gaten,gaven,gazel,gazen,gazet,gazon,gebak,gebbe,gebed,gebel,gebit,gebod,gedag,gedoe,geduw,geest,geeuw,gegil,geh1g,gehol,geien,ge1kt,gejou,gekef,gek1f,gekir,gekko,gekte,gelag,gelal,gelee,gelei,gelen,gelid,gelig,gel1k,gelik,gelui,geluk,gelul,geluw,gemak,gemet,gemis,gemok,gemor,gemot,genet,genie,genot,genre,genus,gepuf,gerei,geren,gerst,gesar,gesco,gesel,gesis,gesol,geste,getal,getik,getob,getto,geuze,geval,gevat,gevel,geven,gever,gevl1,gevr1,gewag,gewas,gewei,gew1d,gewin,gewis,gezag,gezel,gezet,gezin,gibus,gigue,g1pen,gilde,gilet,ginds,ginst,gipsy,giraf,glans,gleed,gleis,gleuf,glimp,globe,gloed,gloop,gloor,gneis,gnoom,goden,godin,goede,gogme,gojim,golem,gonje,gorig,gouwe,gozer,graad,graaf,graag,graai,graal,graan,graat,grauw,green,greep,grein,grens,grief,griek,griel,griep,gries,griet,grift,gr1ns,grill,grime,grind,grint,griot,groef,groei,groen,groep,groet,grond,groot,grote,gruis,guano,guave,gummi,gunst,guppy,gyros,ger1m,geram,gebal,geoha,gomma,gauss
gorig,20000,20000,22000,20110,20100,20000,20000,20000,20001,20010,20000,20010,21000,21000,20000,20000,20000,20100,20000,20000,20100,20200,20200,21200,20200,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20020,21000,20002,21000,20000,20000,20000,20021,20002,21000,20010,20000,21000,20000,20000,20120,21000,20000,20002,20000,20000,20010,20000,20020,20022,20000,20020,20010,20000,20000,20000,20000,20000,20020,21000,21100,21000,20000,20020,21000,20100,20000,20000,20210,20200,20200,20100,21000,20000,20020,21000,20000,20000,20020,21000,21000,20000,20000,20000,20000,20000,20100,20000,20100,20002,20000,20010,20000,20020,20020,20002,20000,20000,20020,20010,20011,20000,20010,20010,20010,20010,20010,20210,20000,20000,20020,20000,20010,21000,21000,21000,21100,20020,21000,22000,22020,22000,22001,22020,22000,22000,22222,22000,22100,20100,20100,20102,20110,20100,20100,20100,20100,20100,20100,20120,20100,20110,20110,20110,20110,20110,20110,20110,20100,20110,20110,20110,20110,21110,21100,21110,21100,21100,21100,21100,21100,21100,20120,21000,20000,20010,20000,20000,21200,20200,20200,20000,21000,22000,20000
gouwe,20001,20000,22200,20001,20000,20002,20001,20002,20001,20002,20001,20001,21000,21000,20000,20001,20001,20001,20000,20001,20001,20002,20001,21002,20002,20001,20001,20001,20001,20001,21000,20001,20002,20001,20001,20001,21001,20001,21002,20111,20001,20111,20001,20001,21001,20001,20001,21101,20001,20001,20001,21001,20002,20001,20001,20002,20001,20001,20001,20001,20001,20001,20101,20101,20101,20111,20001,20001,20001,21001,21001,21001,20001,20002,21001,20002,20101,20101,20001,20001,20001,20001,21001,20001,20001,21001,20002,20001,20001,21001,21001,20202,20001,20001,20001,20001,20001,20001,20001,20011,20011,20011,20011,20011,20011,20001,20001,20001,20001,20100,20102,20001,20002,20001,20000,20000,20000,20000,20000,20001,20001,20101,20000,21002,21001,21000,21000,20001,21000,22001,22000,22002,22002,22000,22001,22002,22000,22222,22001,20000,20000,20000,20000,20000,20000,20000,20110,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20000,20000,20000,20002,20000,20000,21000,21001,21001,21001,21001,21001,21000,21000,21002,20200,21100,20102,20100,20100,20100,21000,20001,20001,20001,21001,22000,20200
gozer,20010,20000,22000,20021,20001,20010,20020,20010,20020,20010,20020,20020,21000,21000,20000,20020,20020,20022,20000,20020,20022,20011,20021,21011,20011,20020,20020,20220,20220,20220,21200,20010,20010,20020,20020,20010,21010,20010,21010,20010,20010,20010,20010,20010,21010,20020,20010,21010,20020,20010,20012,21010,20010,20010,20010,20020,20020,20020,20010,20010,20010,20010,20010,20010,20010,20010,20010,20020,20010,21010,21012,21010,20020,20010,21010,20011,20010,20010,20021,20021,20011,20012,21010,20020,20010,21010,20010,20010,20010,21010,21010,20110,20010,20010,20020,20020,20022,20010,20011,20010,20010,20020,20010,20010,20010,20210,20220,20220,20210,20000,20010,20020,20010,20020,20000,20000,20000,20001,20000,20020,20010,20010,20000,21010,21020,21000,21002,20010,21000,22020,22000,22010,22010,22000,22020,22010,22001,22010,22222,20001,20001,20001,20001,20001,20001,20001,20001,20021,20021,20011,20011,20021,20021,20021,20021,20021,20021,20001,20001,20001,20011,20001,20001,21001,21021,21021,21021,21021,21021,21001,21001,21011,20001,21000,20010,20000,20000,20000,21001,20011,20011,20010,21010,22000,20000
graad,20000,20210,20001,22000,21212,20100,20101,20100,20100,20100,20100,20100,20100,20100,20110,20100,20100,21100,20110,20100,21100,21101,21100,21100,21100,20100,20100,20100,20100,20100,20100,20020,20000,20002,20000,20000,20002,20021,20001,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20020,20020,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,21000,20000,20000,20000,20000,21000,20000,20000,21000,21000,21000,21020,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20020,20020,20000,20000,21000,20000,21000,20020,20020,20000,20002,20000,20000,20020,20000,20000,20000,20000,20000,20000,20001,20000,20001,20000,20000,21020,20200,20002,20000,20000,20000,20000,20002,20000,21000,20000,20000,20001,20001,20001,20000,20000,20000,20000,21000,20000,21000,22222,22220,22220,22220,22220,22220,22220,22200,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,20200,20200,20000,20000,20000,21000,21000,21020,20020,20100,20100,20100
graaf,20000,20210,20000,22000,21210,20100,20100,20101,20100,20100,20100,20100,20100,20100,20110,20100,20100,21100,20110,20100,21100,21100,21100,21100,21100,20100,20100,20100,20100,20100,20100,20020,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20002,21000,20000,20000,20020,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,21000,20000,20000,20000,20000,21000,20000,20002,21000,21000,21000,21020,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20020,20020,20000,20000,21000,20000,21000,20020,20020,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21022,20200,20000,20000,20002,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,21000,22220,22222,22220,22220,22220,22220,22220,22200,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22001,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,20200,20200,20000,20000,20000,21000,21000,21020,20020,20100,20100,20100
graag,20000,20210,20000,22000,21210,20100,20100,20100,20101,20100,20100,20100,20100,20100,20110,20100,20100,21100,20110,20100,21100,21100,21100,21100,21100,20100,20100,20100,20100,20100,20100,20020,20000,20000,20000,20000,20000,20022,20000,20000,20000,20000,20001,20002,20000,20000,20000,20000,20000,20000,21000,20000,20000,20022,20020,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,21000,20000,20000,20000,20000,21000,20000,20000,21000,21000,21000,21020,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20020,20020,20000,20000,21000,20000,21000,20022,20020,20000,20000,20000,20000,20022,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,21020,20200,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20001,20000,20000,20000,21002,20000,21000,22220,22220,22222,22220,22220,22220,22220,22200,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,20200,20200,20000,20000,20000,21000,21000,21020,20020,20100,20100,20100
graai,20000,20210,20000,22001,21210,20100,20100,20100,20100,20101,20100,20102,20100,20100,20110,20100,20100,21100,20110,20100,21100,21100,21100,21100,21100,20100,20100,20100,20100,20100,20100,20020,20000,20000,20000,20001,20000,20020,20000,20000,20000,20000,20001,20000,20000,20001,20000,20000,20000,20000,21001,20000,20000,20020,20020,20000,20002,20000,20001,20001,20000,20001,20002,20000,20000,20000,20020,20000,20001,20000,21000,20000,20000,20001,20000,21000,20000,20000,21002,21000,21000,21020,20000,20000,20001,20000,20000,20020,20001,20000,20000,20000,20020,20020,20000,20000,21000,20000,21000,20020,20020,20002,20000,20001,20001,20020,20000,20000,20001,20001,20001,20000,20001,20001,20001,20001,20001,21021,20200,20000,20001,20000,20001,20000,20000,20000,21000,20001,20000,20000,20001,20000,20000,20001,20000,20000,21001,20000,21000,22220,22220,22220,22222,22220,22220,22220,22200,22000,22000,22001,22000,22001,22001,22001,22001,22001,22001,22001,22000,22001,22001,22001,22001,22001,22000,22002,22000,22000,22000,22000,22000,22000,22001,20200,20200,20002,20000,20000,21000,21000,21020,20020,20100,20100,20100
graal,20000,20210,20000,22000,21210,20100,20100,20100,20102,20100,20100,20101,20101,20101,20110,20102,20100,21100,20110,20100,21100,21100,21100,21100,21100,20100,20100,20102,20100,20100,20100,20020,20000,20000,20002,20000,20000,20020,20000,20000,20000,20000,20002,20000,20002,20000,20000,20000,20000,20000,21000,20000,20000,20021,20022,20001,20001,20001,20001,20001,20001,20001,20001,20001,20002,20001,20020,20000,20000,20000,21000,20000,20000,20000,20000,21000,20000,20000,21000,21000,21000,21020,20000,20002,20000,20002,20000,20022,20000,20000,20000,20000,20022,20020,20002,20000,21000,20001,21000,20020,20020,20000,20000,20000,20000,20020,20002,20000,20000,20000,20000,20000,20001,20001,20000,20000,20000,21020,20201,20001,20001,20001,20001,20001,20001,20001,21001,20000,20000,20000,20000,20000,20000,20000,20001,20000,21000,20000,21000,22220,22220,22220,22220,22222,22220,22220,22200,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,20200,20200,20000,20000,20000,21000,21000,21020,20022,20100,20100,20100
graan,20001,20211,20000,22000,21210,20100,20102,20100,20100,20101,20100,20100,20102,20100,20110,20100,20102,21100,20110,20102,21100,21100,21102,21100,21100,20102,20102,20100,20102,20100,20102,20020,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,21000,20000,20000,20020,20020,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,21000,20000,20001,20001,20001,21001,20001,20000,21000,21002,21000,21020,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20020,20020,20000,20002,21000,20000,21000,20020,20020,20000,20000,20002,20000,20020,20000,20000,20002,20000,20000,20002,20000,20000,20001,20001,20000,21020,20201,20000,20000,20000,20000,20000,20000,20000,21000,20001,20001,20002,20002,20000,20000,20000,20000,20001,21000,20000,21000,22220,22220,22220,22220,22220,22222,22220,22200,22002,22000,22002,22001,22000,22000,22000,22000,22000,22000,22000,22001,22000,22000,22001,22001,22000,22000,22000,22002,22000,22000,22001,22000,22000,22000,20201,20200,20000,20001,20000,21000,21000,21020,20020,20100,20100,20100
graat,20001,20210,20000,22000,21210,20100,20100,20100,20100,20100,20100,20100,20100,20100,20110,20100,20100,21100,20110,20100,21100,21100,21100,21100,21100,20101,20100,20100,20100,20102,20100,20020,20000,20000,20000,20002,20000,20020,20000,20000,20002,20000,20000,20000,20000,20000,20002,20000,20000,20000,21000,20000,20001,20020,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20002,20000,20000,21000,20002,20002,20000,20002,21000,20000,20000,21000,21000,21002,21020,20000,20000,20000,20000,20001,20021,20001,20001,20001,20000,20020,20022,20000,20000,21000,20000,21000,20020,20020,20000,20000,20000,20000,20020,20000,20002,20000,20000,20000,20000,20000,20002,20000,20002,20000,21020,20200,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,21000,22220,22220,22220,22220,22220,22220,22222,22200,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22002,22000,22000,22000,22000,22002,22002,22000,22000,22000,22000,22002,22000,22002,22001,22000,20200,20200,20000,20002,20000,21000,21000,21020,20020,20100,20100,20100
grauw,20000,20200,20010,22000,21200,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,21100,20100,20100,21100,21100,21100,21100,21100,20100,20100,20100,20100,20100,20100,20100,20000,20000,20000,20000,20000,20100,20000,20022,20000,20022,20000,20000,20000,20000,20000,20010,20000,20000,21000,20000,20000,20100,20100,20000,20000,20000,20000,20000,20000,20000,20020,20020,20020,20022,20100,20000,20000,20000,21000,20000,20000,20000,20000,21000,20020,20020,21000,21000,21000,21100,20000,20000,20000,20000,20000,20100,20000,20000,20000,20010,20100,20100,20000,20000,21000,20000,21000,20101,20101,20001,20001,20001,20001,20100,20000,20000,20000,20020,20020,20000,20000,20000,20000,20000,20000,21100,20200,20000,20000,20020,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20011,21000,22200,22200,22200,22200,22200,22200,22200,22222,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22010,20210,20210,20010,20010,20010,21000,21000,21100,20100,20100,20100,20110
green,20101,20001,20000,22020,21000,20100,20022,20100,20020,20101,20020,20020,20002,20000,20000,20020,20022,21020,20000,20022,21020,21100,21022,21100,21100,20022,20022,20020,20022,20020,20002,20100,20110,20120,20120,20100,20100,20100,20110,20100,20210,20210,20100,20100,20100,20122,20100,20100,20120,20100,21100,20100,20110,20100,20100,20120,20120,20122,20100,20100,20100,20100,20100,20100,20100,20100,20100,20120,20100,20100,21100,20100,20121,20111,20101,21111,20101,20100,21120,21122,21100,21100,20100,20120,20100,20100,20110,20100,20100,20100,20100,20110,20100,20100,20120,20122,21120,20100,21100,20100,20100,20120,20100,20102,20100,20100,20120,20120,20102,20000,20100,20022,20100,20020,20001,20001,20000,21000,20001,20220,20200,20200,20000,20100,20020,20000,21000,20201,20001,20022,20002,20210,20100,20000,20020,20101,21000,20100,21020,22000,22000,22000,22000,22000,22002,22000,22000,22222,22220,22202,22201,22020,22020,22020,22020,22020,22020,22000,22001,22000,22100,22001,22001,22000,22020,22020,22022,22020,22020,22001,22000,22100,22000,20001,20100,20000,20001,20000,21000,21100,21100,20100,20100,20000,20000
greep,20100,20000,20000,22020,21000,20100,20020,20100,20020,20100,20020,20020,20000,20002,20000,20020,20020,21020,20000,20021,21021,21100,21020,21100,21100,20020,20020,20020,20020,20020,20000,20100,20110,20120,20120,20100,20100,20100,20110,20100,20210,20210,20100,20100,20100,20120,20100,20100,20120,20100,21100,20100,20110,20100,20100,20120,20120,20120,20100,20100,20100,20100,20100,20100,20100,20100,20100,20120,20100,20100,21100,20100,20120,20110,20100,21110,20100,20101,21120,21120,21100,21100,20100,20120,20100,20100,20110,20100,20100,20100,20100,20110,20100,20100,20120,20120,21120,20100,21100,20100,20100,20120,20100,20100,20100,20100,20120,20120,20100,20000,20100,20021,20100,20020,20000,20000,20001,21000,20000,20220,20200,20200,20002,20100,20020,20002,21000,20200,20000,20020,20000,20210,20100,20000,20020,20100,21000,20100,21020,22000,22000,22000,22000,22000,22000,22000,22000,22220,22222,22200,22200,22020,22020,22020,22022,22020,22020,22000,22000,22000,22100,22000,22000,22000,22020,22020,22020,22022,22020,22000,22000,22100,22000,20000,20100,20000,20000,20001,21000,21100,21100,20100,20100,20000,20000
grein,20101,20001,20000,22110,21000,20100,20102,20100,20100,20111,20100,20110,20002,20000,20000,20100,20102,21100,20000,20102,21100,21100,21102,21100,21100,20102,20102,20100,20102,20100,20002,20100,20100,20100,20100,20120,20100,20100,20100,20100,20200,20200,20120,20100,20100,20112,20100,20100,20100,20100,21120,20100,20100,20100,20100,20100,20110,20102,20120,20120,20100,20120,20110,20100,20100,20100,20100,20100,20120,20100,21100,20100,20101,20121,20101,21101,20101,20100,21110,21102,21100,21100,20100,20100,20120,20100,20100,20100,20120,20100,20100,20100,20100,20100,20100,20102,21100,20100,21100,20100,20100,20110,20100,20122,20120,20100,20100,20100,20122,20010,20110,20102,20110,20110,20011,20011,20010,21010,20001,20200,20220,20200,20010,20100,20100,20000,21000,20221,20001,20102,20022,20200,20100,20020,20100,20101,21020,20100,21100,22000,22000,22000,22010,22000,22002,22000,22000,22202,22200,22222,22201,22110,22110,22110,22110,22110,22110,22010,22001,22010,22110,22011,22011,22010,22100,22110,22102,22100,22100,22001,22000,22100,22020,20001,20100,20010,20001,20000,21000,21100,21100,20100,20100,20000,20000
grens,20112,20020,20002,22100,21000,20100,20110,20100,20100,20120,20102,20100,20010,20000,20000,20100,20110,21100,20000,20110,21100,21100,21110,21100,21100,20110,20110,20100,20110,20100,20010,20100,20100,20100,20100,20100,20100,20100,20100,20100,20201,20200,20100,20100,20100,20110,20100,20100,20100,20100,21100,20100,20100,20100,20100,20100,20100,20110,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20102,20100,21100,20100,20110,20110,20110,21110,20112,20100,21100,21110,21101,21101,20101,20101,20102,20101,20101,20100,20100,20100,20100,20100,20100,20100,20100,20110,21100,20100,21100,20100,20102,20100,20100,20110,20102,20100,20100,20100,20110,20002,20100,20110,20100,20100,20012,20011,20001,21000,20022,20200,20202,20200,20000,20100,20100,20000,21000,20212,20010,20110,20010,20200,20100,20000,20100,20110,21000,20100,21100,22000,22000,22000,22000,22000,22010,22000,22000,22210,22200,22210,22222,22100,22100,22100,22100,22102,22100,22000,22022,22000,22100,22020,22020,22000,22100,22100,22110,22100,22100,22020,22000,22100,22002,20020,20100,20000,20011,20000,21002,21100,21100,20100,20100,20000,20002
grief,20010,20000,20000,22220,21000,20010,20020,20011,20020,20210,20020,20120,20000,20000,20000,20020,20020,21020,20000,20020,21020,21010,21020,21010,21010,20020,20020,20020,20020,20020,20000,20010,20010,20020,20020,20110,20010,20010,20010,20010,20010,20010,20110,20010,20010,20220,20010,20010,20022,20012,21110,20010,20010,20010,20010,20020,20120,20020,20110,20110,20010,20110,20110,20010,20010,20010,20010,20020,20110,20010,21010,20010,20020,20110,20010,21010,20010,20012,21120,21020,21010,21010,20010,20020,20110,20010,20010,20010,20110,20010,20010,20010,20010,20010,20020,20020,21020,20010,21010,20010,20010,20120,20010,20110,20110,20010,20020,20020,20110,20100,20110,20020,20110,20120,20100,20100,20100,21102,20000,20020,20110,20012,20200,20010,20020,20000,21000,20110,20000,20020,20100,20010,20010,20100,20020,20010,21100,20010,21020,22000,22002,22000,22100,22000,22000,22000,22000,22020,22020,22110,22010,22222,22220,22220,22220,22220,22220,22201,22000,22200,22210,22200,22200,22200,22022,22120,22020,22020,22020,22000,22000,22010,22100,20000,20010,20100,20000,20000,21000,21010,21010,20010,20010,20000,20000
griek,20010,20000,20000,22222,21000,20010,20020,20010,20020,20210,20020,20120,20000,20000,20000,20020,20020,21020,20000,20020,21020,21010,21020,21010,21010,20020,20020,20020,20020,20020,20000,20012,20010,20020,20020,20110,20010,20010,20010,20010,20010,20010,20110,20010,20010,20220,20011,20010,20021,20011,21111,20011,20011,20010,20010,20020,20120,20020,20110,20110,20012,20112,20110,20012,20010,20010,20012,20020,20110,20012,21010,20010,20020,20110,20010,21010,20010,20010,21120,21020,21010,21010,20010,20020,20110,20010,20010,20010,20112,20010,20010,20010,20010,20010,20020,20020,21020,20010,21010,20010,20010,20120,20010,20110,20110,20010,20020,20020,20110,20100,20110,20020,20110,20120,20100,20100,20100,21100,20000,20020,20110,20010,20200,20010,20020,20000,21000,20110,20000,20020,20100,20010,20010,20100,20020,20010,21100,20010,21020,22000,22000,22000,22100,22000,22000,22000,22000,22020,22020,22110,22010,22220,22222,22220,22220,22220,22220,22200,22000,22200,22210,22200,22200,22200,22020,22120,22020,22020,22020,22000,22000,22010,22100,20000,20010,20100,20000,20000,21000,21010,21010,20010,20010,20000,20000
griel,20010,20000,20000,22220,21000,20010,20020,20010,20022,20210,20020,20121,20001,20001,20000,20022,20020,21020,20000,20020,21020,21010,21020,21010,21010,20020,20020,20022,20020,20020,20000,20010,20010,20020,20022,20110,20010,20010,20010,20010,20010,20010,20112,20010,20012,20220,20010,20010,20020,20010,21110,20010,20010,20011,20012,20021,20121,20021,20111,20111,20011,20111,20111,20011,20012,20011,20010,20020,20110,20010,21010,20010,20020,20110,20010,21010,20010,20010,21120,21020,21010,21010,20010,20022,20110,20012,20010,20012,20110,20010,20010,20010,20012,20010,20022,20020,21020,20011,21010,20010,20010,20120,20010,20110,20110,20010,20022,20020,20110,20100,20110,20020,20111,20121,20100,20100,20100,21100,20001,20021,20111,20011,20201,20011,20021,20001,21001,20110,20000,20020,20100,20010,20010,20100,20021,20010,21100,20010,21020,22000,22000,22000,22100,22002,22000,22000,22000,22020,22020,22110,22010,22220,22220,22222,22220,22220,22220,22200,22000,22202,22210,22200,22200,22200,22020,22120,22020,22020,22020,22000,22000,22010,22100,20000,20010,20100,20000,20000,21000,21010,21010,20012,20010,20000,20000
