Guess,haags,hamas,hanze,hindi,haagt,haaks,haard,haast,hab1t,hadji,hagel,hagen,haiku,haken,hakje,halal,halen,hallo,halma,halte,halve,hamam,hamas,hamei,hamel,hamer,hands,hanig,hapax,hapje,happy,haram,harem,haren,harig,harp1,harre,harst,haten,hater,haven,haver,havik,hazen,heavy,hecht,heden,heeft,heffe,hegge,heide,heien,heier,heiig,heila,heisa,hekel,helen,heler,helft,helix,hemel,henen,henna,henry,herig,herik,heros,hertz,hesen,heten,hetze,hetz1,hevea,hevel,hevig,hiaat,hield,hielp,hieuw,hihat,h1gen,h1ger,h1sen,hinde,hints,hitte,hobby,hoeks,hoera,hoeri,hoest,hoeve,hoezo,hofje,hogen,hoger,holen,holst,holte,honds,honen,honig,hoofd,hoofs,hoorn,hopen,hopje,hopla,hoppe,hopsa,horde,horen,horig,horst,hotel,house,hoven,hozen,https,hulde,hulst,humor,humus,huren,husky,huwen,hydra,hyena,hymen,hymne,hypen,hyper,hysop,hoede,hoela,hades,hiken,haker,haler
hoppe,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20001,20001,20000,20001,20002,20000,20001,21000,20000,20002,20002,20000,20000,20001,20001,20001,20000,20000,20200,20202,20220,20000,20001,20001,20000,20020,20002,20000,20001,20001,20001,20001,20000,20001,20001,20001,20001,20001,20002,20002,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,21001,20001,20001,20001,20002,20001,20001,20001,20001,20000,20001,20101,20001,20000,20001,20001,20001,20002,20000,20002,22000,22001,22001,22001,22001,22002,22001,22002,22001,22001,22001,22000,22002,22000,22001,22000,22000,22000,22000,22201,22202,22200,22222,22200,22002,22001,22000,22000,22001,22002,22001,22001,20020,20002,20000,21000,20000,20001,20000,20001,20000,20001,20001,20002,20201,20201,21100,22002,22001,20001,20001,20001,20001
hopsa,20011,20011,20001,20000,20001,20011,20001,20021,20001,20001,20001,20001,20001,20001,20001,20001,20001,21001,20002,20001,20001,20001,20011,20001,20001,20001,20011,20001,20201,20201,20201,20001,20001,20001,20001,20101,20001,20021,20001,20001,20001,20001,20001,20001,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20022,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,21010,20000,20010,20000,20000,20000,20002,20000,20000,20001,20000,20100,20000,20001,20000,20000,20010,20000,20010,20000,22000,22010,22002,22000,22020,22000,22000,22000,22000,22000,22000,22020,22000,22010,22000,22000,22000,22010,22000,22200,22200,22202,22200,22222,22000,22000,22000,22020,22000,22020,22000,22000,20110,20000,20020,21000,20010,20000,20010,20000,20002,20002,20000,20000,20200,20200,21110,22000,22002,20011,20000,20001,20001
horde,20000,20000,20002,20020,20000,20000,20110,20000,20000,20010,20001,20001,20000,20001,20002,20000,20001,21000,20000,20002,20002,20000,20000,20001,20001,20101,20020,20000,20000,20002,20000,20200,20201,20201,20200,20200,20202,20200,20001,20101,20001,20101,20000,20001,20001,20001,20011,20001,20002,20002,20022,20001,20101,20001,20001,20001,20001,20001,20101,20001,20001,20001,20001,20001,20101,20201,20201,21201,20201,20001,20001,20002,20001,20001,20001,20001,20000,20011,20001,20001,20000,20001,20101,20001,20022,20000,20002,22000,22001,22101,22101,22001,22002,22001,22002,22001,22101,22001,22000,22002,22020,22001,22000,22010,22000,22100,22001,22002,22000,22002,22000,22222,22201,22200,22200,22001,22002,22001,22001,20000,20022,20000,21100,20000,20201,20000,20001,20110,20001,20001,20002,20001,20101,21000,22022,22001,20011,20001,20101,20101
horen,20000,20000,20011,20001,20000,20000,20100,20000,20000,20000,20020,20022,20000,20022,20010,20000,20022,21000,20000,20010,20010,20000,20000,20020,20020,20120,20001,20001,20000,20010,20000,20200,20220,20222,20200,20200,20210,20200,20022,20120,20022,20120,20000,20022,20010,20010,20022,20010,20010,20010,20010,20022,20120,20010,20010,20010,20020,20022,20120,20010,20010,20020,20022,20011,20111,20210,20210,21210,20210,20022,20022,20010,20010,20020,20020,20010,20000,20010,20010,20010,20000,20022,20120,20022,20011,20001,20010,22000,22010,22110,22110,22010,22010,22010,22010,22022,22120,22022,22000,22010,22001,22022,22001,22000,22000,22102,22022,22010,22000,22010,22000,22210,22222,22200,22200,22020,22010,22022,22022,20000,20010,20000,21100,20000,20222,20000,20022,20100,20011,20022,20011,20022,20120,21000,22010,22010,20020,20022,20120,20120
horig,20001,20000,20000,20010,20001,20000,20100,20000,20000,20010,20001,20001,20010,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20010,20000,20100,20000,20022,20000,20000,20000,20200,20200,20200,20222,20200,20200,20200,20000,20100,20000,20100,20020,20000,20000,20000,20000,20000,20000,20001,20010,20010,20110,20022,20010,20010,20000,20000,20100,20000,20020,20000,20000,20000,20100,20222,20220,21200,20200,20000,20000,20000,20000,20000,20000,20022,20010,20010,20010,20010,20010,20001,20101,20000,20010,20010,20010,22000,22000,22100,22110,22000,22000,22000,22000,22001,22101,22000,22000,22000,22000,22000,22022,22000,22000,22100,22000,22000,22000,22000,22000,22200,22200,22222,22200,22000,22000,22000,22000,20000,20000,20000,21100,20000,20200,20000,20000,20100,20000,20000,20000,20000,20100,21000,22000,22000,20000,20010,20100,20100
horst,20010,20010,20000,20000,20002,20010,20100,20022,20002,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20001,20000,20000,20010,20000,20000,20100,20010,20000,20000,20000,20000,20200,20200,20200,20200,20200,20200,20222,20001,20101,20000,20100,20000,20000,20000,20002,20000,20002,20000,20000,20000,20000,20100,20000,20000,20020,20000,20000,20100,20002,20000,20000,20000,20000,20100,20200,20200,21210,20201,20010,20001,20001,20001,20000,20000,20000,20002,20000,20000,20000,20002,20000,20100,20010,20000,20011,20001,22000,22010,22100,22100,22022,22000,22000,22000,22000,22100,22000,22022,22001,22010,22000,22000,22000,22010,22100,22000,22000,22000,22000,22020,22200,22200,22200,22222,22001,22020,22000,22000,20011,20000,20022,21100,20010,20200,20010,20000,20100,20000,20000,20000,20000,20100,21010,22000,22000,20010,20000,20100,20100
hotel,20000,20000,20010,20000,20100,20000,20000,20100,20100,20000,20022,20020,20000,20020,20010,20002,20021,21001,20001,20111,20011,20000,20000,20020,20022,20020,20000,20000,20000,20010,20000,20000,20020,20020,20000,20000,20010,20100,20220,20220,20020,20020,20000,20020,20010,20110,20020,20110,20010,20010,20010,20020,20020,20010,20011,20010,20022,20021,20021,20111,20011,20022,20020,20010,20010,20010,20010,21010,20110,20020,20220,20210,20210,20020,20022,20010,20100,20011,20011,20010,20100,20020,20020,20020,20010,20100,20210,22000,22010,22010,22010,22110,22010,22010,22010,22020,22020,22021,22101,22111,22000,22020,22000,22000,22000,22000,22020,22010,22001,22010,22000,22010,22020,22000,22100,22222,22010,22020,22020,20200,20011,20101,21000,20000,20020,20000,20020,20000,20010,20020,20010,20020,20020,21000,22010,22011,20020,20020,20020,20021
house,20010,20010,20002,20000,20000,20010,20000,20020,20000,20000,20001,20001,20100,20001,20002,20000,20001,21000,20000,20002,20002,20000,20010,20001,20001,20001,20010,20000,20000,20002,20000,20000,20001,20001,20000,20000,20002,20020,20001,20001,20001,20001,20000,20001,20001,20001,20001,20001,20002,20002,20002,20001,20001,20001,20001,20021,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,21011,20001,20011,20001,20002,20001,20001,20001,20001,20000,20001,20001,20101,20000,20001,20001,20011,20002,20010,20002,22000,22011,22001,22001,22021,22002,22001,22002,22001,22001,22001,22020,22002,22010,22001,22000,22000,22010,22000,22001,22002,22000,22002,22020,22002,22001,22000,22020,22001,22222,22001,22001,20010,20102,20120,21100,20110,20101,20110,20101,20000,20001,20001,20002,20001,20001,21010,22002,22001,20011,20001,20001,20001
hoven,20000,20000,20011,20001,20000,20000,20000,20000,20000,20000,20020,20022,20000,20022,20010,20000,20022,21000,20000,20010,20110,20000,20000,20020,20020,20020,20001,20001,20000,20010,20000,20000,20020,20022,20000,20000,20010,20000,20022,20020,20222,20220,20200,20022,20110,20010,20022,20010,20010,20010,20010,20022,20020,20010,20010,20010,20020,20022,20020,20010,20010,20020,20022,20011,20011,20010,20010,21010,20010,20022,20022,20010,20010,20220,20220,20210,20000,20010,20010,20010,20000,20022,20020,20022,20011,20001,20010,22000,22010,22010,22010,22010,22110,22010,22010,22022,22020,22022,22000,22010,22001,22022,22001,22000,22000,22002,22022,22010,22000,22010,22000,22010,22022,22000,22000,22020,22010,22222,22022,20000,20010,20000,21000,20000,20022,20000,20022,20000,20011,20022,20011,20022,20020,21000,22010,22010,20020,20022,20020,20020
hozen,20000,20000,20111,20001,20000,20000,20000,20000,20000,20000,20020,20022,20000,20022,20010,20000,20022,21000,20000,20010,20010,20000,20000,20020,20020,20020,20001,20001,20000,20010,20000,20000,20020,20022,20000,20000,20010,20000,20022,20020,20022,20020,20000,20222,20010,20010,20022,20010,20010,20010,20010,20022,20020,20010,20010,20010,20020,20022,20020,20010,20010,20020,20022,20011,20011,20010,20010,21010,20110,20022,20022,20110,20110,20020,20020,20010,20000,20010,20010,20010,20000,20022,20020,20022,20011,20001,20010,22000,22010,22010,22010,22010,22010,22110,22010,22022,22020,22022,22000,22010,22001,22022,22001,22000,22000,22002,22022,22010,22000,22010,22000,22010,22022,22000,22000,22020,22010,22022,22222,20000,20010,20000,21000,20000,20022,20000,20022,20000,20011,20022,20011,20022,20020,21000,22010,22010,20020,20022,20020,20020
https,20002,20002,20000,20000,21000,20002,20000,21001,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20002,20000,20000,20000,20002,20000,20010,20010,20020,20000,20000,20000,20000,20020,20000,21001,20200,20200,20000,20000,20000,20000,20000,21000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20002,21000,20001,20200,20200,20200,20000,20000,20000,21000,20000,20010,20000,21000,20000,20000,20001,20000,21002,21200,20000,20002,20000,20000,21001,20000,20000,20000,20000,20000,20000,21001,21000,20002,20000,20000,20000,20002,20000,20010,20010,20010,20020,20011,20000,20000,20000,21001,20200,20001,20000,20000,22222,20000,21001,20000,20002,20000,20001,20000,20000,20000,20000,20000,20010,20010,20011,20000,20000,20002,20000,20000,20000
hulde,20000,20000,20002,20020,20000,20000,20010,20000,20000,20010,20101,20001,21000,20001,20002,20200,20201,20200,20200,20202,20202,20000,20000,20001,20101,20001,20020,20000,20000,20002,20000,20000,20001,20001,20000,20000,20002,20000,20001,20001,20001,20001,20000,20001,20001,20001,20011,20001,20002,20002,20022,20001,20001,20001,20101,20001,20101,20201,20201,20201,20201,20101,20001,20001,20001,20001,20001,20001,20001,20001,20001,20002,20001,20001,20101,20001,20000,20111,20101,21001,20000,20001,20001,20001,20022,20000,20002,20000,20001,20001,20001,20001,20002,20001,20002,20001,20001,20201,20200,20202,20020,20001,20000,20010,20000,20000,20001,20002,20100,20002,20000,20022,20001,20000,20000,20101,21002,20001,20001,20000,22222,22200,22000,22000,22001,22000,22001,20010,20001,20001,20002,20001,20001,20000,20022,20101,20011,20001,20001,20201
hulst,20010,20010,20000,20000,20002,20010,20000,20022,20002,20000,20100,20000,21000,20000,20000,20200,20200,20200,20200,20201,20200,20000,20010,20000,20100,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20022,20001,20001,20000,20000,20000,20000,20000,20002,20000,20002,20000,20000,20000,20000,20000,20000,20100,20020,20100,20200,20200,20202,20200,20100,20000,20000,20000,20000,20000,20010,20001,20010,20001,20001,20001,20000,20100,20000,20002,20100,20100,21000,20002,20000,20000,20010,20000,20011,20001,20000,20010,20000,20000,20022,20000,20000,20000,20000,20000,20200,20222,20201,20010,20000,20000,20000,20010,20000,20000,20000,20100,20000,20020,20000,20000,20000,20022,20101,21020,20000,20000,20011,22200,22222,22000,22010,22000,22010,22000,20000,20000,20000,20000,20000,20000,20010,20000,20100,20010,20000,20000,20200
humor,20000,20200,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20010,20100,20000,20000,20200,20200,20200,20200,20202,20000,20000,20000,20000,20000,20101,20101,20001,20001,20001,20001,20001,20000,20002,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20002,20000,20000,20200,20000,20000,20001,20001,20001,20021,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20002,20000,20000,20000,20000,20010,20010,20011,20011,20010,20010,20010,20010,20010,20012,20010,20010,20010,20010,20010,20010,20010,20010,20011,20010,20010,20010,20010,20010,20011,20011,20011,20011,20010,21010,20010,20010,20000,22000,22000,22222,22200,22001,22000,22000,20001,20000,20200,20200,20000,20002,20020,20010,20010,20000,20000,20002,20002
humus,20002,20202,20000,20000,20000,20002,20000,20001,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20100,20000,20000,20200,20202,20200,20200,20200,20002,20000,20000,20000,20000,20100,20100,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20200,20000,20000,20000,20000,20000,20002,20000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20001,20000,20002,20000,20000,20002,20000,20000,20001,20000,20000,20000,20000,20000,20000,20001,20000,20002,20000,20000,20000,20002,20000,20000,20000,20000,20000,20001,20000,20000,20000,20001,20000,21001,20000,20000,20002,22000,22001,22200,22222,22000,22001,22000,20000,20000,20200,20200,20000,20000,20001,20000,20000,20002,20000,20000,20000
huren,20000,20000,20011,20001,20000,20000,20100,20000,20000,20000,20020,20022,21000,20022,20010,20000,20022,20000,20000,20010,20010,20000,20000,20020,20020,20120,20001,20001,20000,20010,20000,20200,20220,20222,20200,20200,20210,20200,20022,20120,20022,20120,20000,20022,20010,20010,20022,20010,20010,20010,20010,20022,20120,20010,20010,20010,20020,20022,20120,20010,20010,20020,20022,20011,20111,20210,20210,20210,20210,20022,20022,20010,20010,20020,20020,20010,20000,20010,20010,21010,20000,20022,20120,20022,20011,20001,20010,20000,20010,20110,20110,20010,20010,20010,20010,20022,20120,20022,20000,20010,20001,20022,20001,20000,20000,20102,20022,20010,20000,20010,20000,20210,20222,20200,20200,20020,21010,20022,20022,20000,22010,22000,22100,22000,22222,22000,22022,20100,20011,20022,20011,20022,20120,20000,20010,20010,20020,20022,20120,20120
husky,20100,20100,20000,20000,20000,20120,20000,20100,20000,20000,20000,20000,21020,20010,20010,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20100,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20010,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20010,20000,20000,20000,20000,20000,20000,20000,20002,20000,20010,20100,20000,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20200,20000,20100,20000,20002,20120,20000,20000,20100,20000,20000,20000,20000,20000,20000,20100,20000,20100,20000,20000,20000,20100,20000,20000,20000,20000,20000,20100,20000,20000,20000,20100,20000,21100,20000,20000,20100,22000,22100,22000,22100,22000,22222,22000,20001,20001,20001,20001,20001,20001,20201,20000,20000,20100,20010,20010,20000
huwen,20000,20000,20011,20001,20000,20000,20000,20000,20000,20000,20020,20022,21000,20022,20010,20000,20022,20000,20000,20010,20010,20000,20000,20020,20020,20020,20001,20001,20000,20010,20000,20000,20020,20022,20000,20000,20010,20000,20022,20020,20022,20020,20000,20022,20010,20010,20022,20010,20010,20010,20010,20022,20020,20010,20010,20010,20020,20022,20020,20010,20010,20020,20022,20011,20011,20010,20010,20010,20010,20022,20022,20010,20010,20020,20020,20010,20000,20010,20010,21110,20000,20022,20020,20022,20011,20001,20010,20000,20010,20010,20010,20010,20010,20010,20010,20022,20020,20022,20000,20010,20001,20022,20001,20000,20000,20002,20022,20010,20000,20010,20000,20010,20022,20000,20000,20020,21010,20022,20022,20000,22010,22000,22000,22000,22022,22000,22222,20000,20011,20022,20011,20022,20020,20000,20010,20010,20020,20022,20020,20020
hydra,20001,20001,20001,20100,20001,20001,20121,20001,20001,20201,20001,20001,20001,20001,20001,20001,20001,20001,20002,20001,20001,20001,20001,20001,20001,20011,20101,20001,20001,20001,21001,20011,20011,20011,20011,20011,20021,20011,20001,20011,20001,20011,20001,20001,21001,20000,20200,20000,20000,20000,20100,20000,20010,20000,20002,20002,20000,20000,20010,20000,20000,20000,20000,20002,21020,20010,20010,20010,20010,20000,20000,20000,20000,20002,20000,20000,20001,20100,20000,20000,20001,20000,20010,20000,20100,20000,20000,21000,20000,20022,20020,20000,20000,20000,20000,20000,20010,20000,20000,20000,20100,20000,20000,20100,20000,20020,20000,20000,20002,20000,20002,20110,20010,20010,20010,20000,20000,20000,20000,20000,20100,20000,20010,20000,20010,21000,20000,22222,22002,22000,22000,22000,22010,22000,20100,20002,20201,20000,20011,20011
hyena,20001,20001,20111,20010,20001,20001,20001,20001,20001,20001,20101,20111,20001,20111,20101,20001,20111,20001,20002,20101,20101,20001,20001,20101,20101,20101,20011,20011,20001,20101,21001,20001,20101,20111,20001,20001,20101,20001,20111,20101,20111,20101,20001,20111,21101,20100,20110,20200,20100,20100,20100,20110,20100,20100,20102,20102,20100,20110,20100,20100,20100,20100,20110,20122,21110,20100,20100,20100,20100,20110,20110,20100,20100,20102,20100,20100,20001,20200,20200,20200,20001,20110,20100,20110,20110,20010,20100,21000,20200,20202,20200,20200,20200,20200,20100,20110,20100,20110,20000,20100,20010,20110,20010,20000,20000,20010,20110,20100,20002,20100,20002,20100,20110,20000,20000,20100,20100,20110,20110,20000,20100,20000,20000,20000,20110,21000,20110,22002,22222,22110,22120,22110,22100,22000,20200,20202,20101,20110,20101,20101
hymen,20000,20200,20011,20001,20000,20000,20000,20000,20000,20000,20020,20022,20000,20022,20010,20000,20022,20000,20100,20010,20010,20200,20200,20220,20220,20220,20001,20001,20000,20010,21000,20100,20120,20022,20000,20000,20010,20000,20022,20020,20022,20020,20000,20022,21010,20010,20022,20010,20010,20010,20010,20022,20020,20010,20010,20010,20020,20022,20020,20010,20010,20220,20022,20011,21011,20010,20010,20010,20010,20022,20022,20010,20010,20020,20020,20010,20000,20010,20010,20010,20000,20022,20020,20022,20011,20001,20010,21000,20010,20010,20010,20010,20010,20010,20010,20022,20020,20022,20000,20010,20001,20022,20001,20000,20000,20002,20022,20010,20000,20010,20000,20010,20022,20000,20000,20020,20010,20022,20022,20000,20010,20000,20200,20200,20022,21000,20022,22000,22011,22222,22211,22022,22020,22000,20010,20010,20020,20022,20020,20020
hymne,20000,20200,20012,20010,20000,20000,20000,20000,20000,20000,20001,20011,20000,20011,20002,20000,20011,20000,20100,20002,20002,20200,20200,20201,20201,20201,20010,20010,20000,20002,21000,20100,20101,20011,20000,20000,20002,20000,20011,20001,20011,20001,20000,20011,21001,20001,20011,20001,20002,20002,20002,20011,20001,20001,20001,20001,20001,20011,20001,20001,20001,20201,20011,20021,21011,20001,20001,20001,20001,20011,20011,20002,20001,20001,20001,20001,20000,20001,20001,20001,20000,20011,20001,20011,20012,20010,20002,21000,20001,20001,20001,20001,20002,20001,20002,20011,20001,20011,20000,20002,20010,20011,20010,20000,20000,20010,20011,20002,20000,20002,20000,20002,20011,20000,20000,20001,20002,20011,20011,20000,20002,20000,20200,20200,20011,21000,20011,22000,22021,22211,22222,22011,22001,22000,20002,20001,20001,20011,20001,20001
hypen,20000,20000,20011,20001,20000,20000,20000,20000,20000,20000,20020,20022,20000,20022,20010,20000,20022,20000,20000,20010,20010,20000,20000,20020,20020,20020,20001,20001,20200,20210,21200,20000,20020,20022,20000,20100,20010,20000,20022,20020,20022,20020,20000,20022,21010,20010,20022,20010,20010,20010,20010,20022,20020,20010,20010,20010,20020,20022,20020,20010,20010,20020,20022,20011,21011,20010,20010,20010,20010,20022,20022,20010,20010,20020,20020,20010,20000,20010,20110,20010,20000,20022,20020,20022,20011,20001,20010,21000,20010,20010,20010,20010,20010,20010,20010,20022,20020,20022,20000,20010,20001,20022,20001,20000,20000,20002,20222,20210,20200,20210,20200,20010,20022,20000,20000,20020,20010,20022,20022,20100,20010,20000,20000,20000,20022,21000,20022,22000,22011,22022,22011,22222,22220,22100,20010,20010,20020,20022,20020,20020
