Guess,parbo,par1s,pasen,polen,pools,pruis,paaps,paard,paars,paart,pacen,pacht,paddo,paddy,paden,padie,pager,pages,pak1s,pakje,palen,palet,palts,pampa,panda,panel,panen,panna,panne,panty,paper,papil,papje,pappa,parel,paren,paret,paria,parka,part1,party,pasar,pasja,pasje,passe,pasta,patat,patch,pater,patio,pauze,pedel,pedis,pegel,pekel,pelen,peluw,penis,penny,peper,peren,pesto,peter,pezen,pezig,piano,piepa,p1len,p1ler,p1nen,p1pen,p1per,p1pje,piket,pikol,pilav,pinas,pinda,pioen,pipet,piste,pitje,pitte,pixel,pizza,plaag,plaat,plaid,plane,plank,plano,plant,plebs,pleet,plein,pleit,plemp,plens,plint,ploeg,plomp,plons,plooi,ploos,ploot,plots,pluim,pluis,poeha,poema,poets,pogen,poger,poken,poker,polak,polio,polis,polka,ponem,poort,popel,porem,porie,porno,porto,porum,poses,potas,poten,poter,potig,potje,poule,pover,power,pozen,praal,praam,praat,prang,prauw,preek,prent,priel,priem,prima,prime,primo,prins,print,prion,prior,proef,promo,pronk,pront,prooi,prove,provo,proxy,proza,pruik,pruim,prune,pruts,psalm,puber,pubis,puist,punch,pupil,puppy,puree,puren,putse,putto,pylon,pingo,plurk,pangi,parwa,peies
prima,21001,21001,20001,20000,20000,22100,20001,21001,21001,21001,20001,20001,20001,20001,20001,20101,21001,20001,20001,20001,20001,20001,20001,20012,20002,20001,20001,20002,20001,20001,21001,20101,20001,20002,21001,21001,21001,21102,21002,21001,21001,21001,20002,20001,20001,20002,20001,20001,21001,20101,20001,20000,20100,20000,20000,20000,20000,20100,20000,21000,21000,20000,21000,20000,20100,20101,20102,20000,21000,20000,20000,21000,20000,20100,20100,20101,20101,20102,20100,20100,20100,20100,20100,20100,20102,20001,20001,20101,20001,20001,20001,20001,20000,20000,20100,20100,20020,20000,20200,20000,20020,20000,20100,20000,20000,20000,20110,20100,20002,20022,20000,20000,21000,20000,21000,20001,20100,20100,20002,20010,21000,20000,21010,21100,21000,21000,21010,20000,20001,20000,21000,20100,20000,20000,21000,21000,20000,22001,22011,22001,22001,22001,22000,22000,22200,22210,22222,22220,22220,22200,22200,22200,22200,22000,22020,22000,22000,22100,22000,22000,22000,22002,22100,22110,22000,22000,20011,21000,20100,20200,20000,20100,20000,21000,21000,20000,20000,20000,20100,21000,20101,21002,20200
prime,21000,21000,20001,20001,20000,22100,20000,21000,21000,21000,20001,20000,20000,20000,20001,20102,21001,20001,20000,20002,20001,20001,20000,20010,20000,20001,20001,20000,20002,20000,21001,20100,20002,20000,21001,21001,21001,21100,21000,21000,21000,21000,20000,20002,20002,20000,20000,20000,21001,20100,20002,20001,20101,20001,20001,20001,20001,20101,20001,21001,21001,20001,21001,20001,20101,20100,20101,20001,21001,20001,20001,21001,20002,20101,20100,20100,20100,20100,20101,20101,20102,20102,20102,20101,20100,20000,20000,20100,20002,20000,20000,20000,20001,20001,20101,20101,20021,20001,20200,20001,20020,20000,20100,20000,20000,20000,20110,20100,20001,20021,20001,20001,21001,20001,21001,20000,20100,20100,20000,20011,21000,20001,21011,21102,21000,21000,21010,20001,20000,20001,21001,20100,20002,20002,21001,21001,20001,22000,22010,22000,22000,22000,22001,22001,22201,22211,22220,22222,22220,22200,22200,22200,22200,22001,22020,22000,22000,22100,22002,22000,22000,22000,22100,22110,22002,22000,20010,21001,20100,20200,20000,20100,20000,21002,21001,20002,20000,20000,20100,21000,20100,21000,20201
primo,21002,21000,20000,20001,20001,22100,20000,21000,21000,21000,20000,20000,20002,20000,20000,20100,21000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,21000,20100,20000,20000,21000,21000,21000,21100,21000,21000,21000,21000,20000,20000,20000,20000,20000,20000,21000,20102,20000,20000,20100,20000,20000,20000,20000,20100,20000,21000,21000,20002,21000,20000,20100,20102,20100,20000,21000,20000,20000,21000,20000,20100,20101,20100,20100,20100,20101,20100,20100,20100,20100,20100,20100,20000,20000,20100,20000,20000,20002,20000,20000,20000,20100,20100,20020,20000,20200,20001,20021,20001,20101,20001,20001,20001,20110,20100,20001,20021,20001,20001,21001,20001,21001,20001,20102,20101,20001,20011,21001,20001,21011,21101,21002,21002,21011,20001,20001,20001,21001,20101,20001,20001,21001,21001,20001,22000,22010,22000,22000,22000,22000,22000,22200,22210,22220,22220,22222,22200,22200,22201,22201,22001,22022,22001,22001,22101,22001,22002,22001,22001,22100,22110,22000,22000,20010,21000,20100,20200,20000,20100,20000,21000,21000,20000,20002,20001,20102,21000,20100,21000,20200
prins,21000,21002,20011,20010,20002,22102,20002,21000,21002,21000,20010,20000,20000,20000,20010,20100,21000,20002,20002,20000,20010,20000,20002,20000,20010,20010,20010,20020,20020,20010,21000,20100,20000,20000,21000,21010,21000,21100,21000,21000,21000,21001,20001,20001,20001,20001,20000,20000,21000,20100,20000,20000,20102,20000,20000,20010,20000,20112,20020,21000,21010,20001,21000,20010,20100,20120,20100,20010,21000,20010,20010,21000,20000,20100,20100,20100,20112,20110,20110,20100,20101,20100,20100,20100,20100,20000,20000,20100,20020,20020,20020,20020,20002,20000,20110,20100,20000,20022,20220,20000,20000,20022,20100,20002,20000,20002,20100,20102,20000,20000,20002,20010,21000,20010,21000,20000,20100,20102,20000,20010,21000,20000,21000,21100,21020,21000,21000,20002,20002,20010,21000,20100,20000,20000,21000,21000,20010,22000,22000,22000,22020,22000,22000,22020,22200,22200,22200,22200,22200,22222,22220,22210,22200,22000,22000,22020,22020,22100,22000,22000,22000,22000,22100,22100,22020,22002,20001,21000,20102,20201,20010,20100,20000,21000,21010,20001,20000,20010,20110,21000,20110,21000,20202
print,21000,21000,20010,20010,20000,22100,20000,21000,21000,21002,20010,20002,20000,20000,20010,20100,21000,20000,20000,20000,20010,20002,20001,20000,20010,20010,20010,20020,20020,20011,21000,20100,20000,20000,21000,21010,21002,21100,21000,21001,21001,21000,20000,20000,20000,20001,20002,20001,21001,20101,20000,20000,20100,20000,20000,20010,20000,20110,20020,21000,21010,20001,21001,20010,20100,20120,20100,20010,21000,20010,20010,21000,20000,20102,20100,20100,20110,20110,20110,20102,20101,20101,20101,20100,20100,20000,20002,20100,20020,20020,20020,20022,20000,20002,20110,20102,20000,20020,20222,20000,20000,20020,20100,20000,20002,20001,20100,20100,20000,20000,20001,20010,21000,20010,21000,20000,20100,20100,20000,20010,21002,20000,21000,21100,21020,21001,21000,20000,20001,20011,21001,20101,20001,20000,21000,21000,20010,22000,22000,22002,22020,22000,22000,22022,22200,22200,22200,22200,22200,22220,22222,22210,22200,22000,22000,22020,22022,22100,22000,22000,22000,22000,22100,22100,22020,22001,20000,21000,20100,20202,20010,20100,20000,21000,21010,20001,20001,20010,20110,21000,20110,21000,20200
prion,21010,21000,20002,20012,20010,22100,20000,21000,21000,21000,20002,20000,20010,20000,20002,20100,21000,20000,20000,20000,20002,20000,20000,20000,20001,20001,20002,20001,20001,20001,21000,20100,20000,20000,21000,21002,21000,21100,21000,21000,21000,21000,20000,20000,20000,20000,20000,20000,21000,20110,20000,20000,20100,20000,20000,20002,20000,20101,20001,21000,21002,20010,21000,20002,20100,20111,20100,20002,21000,20002,20002,21000,20000,20100,20120,20100,20101,20101,20112,20100,20100,20100,20100,20100,20100,20000,20000,20100,20001,20001,20011,20001,20000,20000,20102,20100,20000,20001,20201,20010,20010,20011,20120,20020,20020,20010,20100,20100,20010,20010,20010,20012,21010,20012,21010,20010,20110,20110,20010,20011,21010,20010,21010,21110,21011,21010,21010,20010,20010,20012,21010,20110,20010,20010,21010,21010,20012,22000,22000,22000,22001,22000,22000,22001,22200,22200,22200,22200,22210,22201,22201,22222,22220,22010,22010,22011,22011,22120,22010,22010,22010,22010,22100,22100,22001,22000,20000,21000,20100,20200,20001,20100,20000,21000,21002,20000,20010,20022,20111,21000,20101,21000,20200
prior,21010,21000,20000,20010,20010,22100,20000,21000,21000,21000,20000,20000,20010,20000,20000,20100,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20100,20000,20000,21000,21000,21000,21100,21000,21000,21000,20002,20000,20000,20000,20000,20000,20000,20002,20110,20000,20000,20100,20000,20000,20000,20000,20100,20000,20002,21000,20010,20002,20000,20100,20110,20100,20000,20002,20000,20000,20002,20000,20100,20120,20100,20100,20100,20110,20100,20100,20100,20100,20100,20100,20000,20000,20100,20000,20000,20010,20000,20000,20000,20100,20100,20000,20000,20200,20010,20010,20010,20120,20020,20020,20010,20100,20100,20010,20010,20010,20010,20012,20010,20012,20010,20110,20110,20010,20010,21010,20010,21010,21110,21010,21010,21010,20010,20010,20010,20012,20110,20010,20010,20012,20012,20010,22000,22000,22000,22000,22000,22000,22000,22200,22200,22200,22200,22210,22200,22200,22220,22222,22010,22010,22010,22010,22120,22010,22010,22010,22010,22100,22100,22000,22000,20000,20002,20100,20200,20000,20100,20000,21000,21000,20000,20010,20020,20110,21000,20100,21000,20200
proef,21100,21000,20020,20120,20200,22000,20000,21000,21000,21000,20020,20000,20100,20000,20020,20010,21020,20020,20000,20010,20020,20020,20000,20000,20000,20020,20020,20000,20010,20000,21020,20000,20010,20000,21020,21020,21020,21000,21000,21000,21000,21000,20000,20010,20010,20000,20000,20000,21020,20100,20010,20020,20010,20020,20020,20020,20010,20010,20010,21020,21020,20110,21020,20020,20010,20100,20010,20020,21020,20020,20020,21020,20010,20020,20100,20000,20000,20000,20220,20020,20010,20010,20010,20020,20000,20000,20000,20000,20010,20000,20100,20000,20010,20020,20010,20010,20010,20010,20000,20220,20200,20200,20200,20200,20200,20200,20000,20000,20110,20110,20110,20120,21120,20120,21120,20100,20100,20100,20100,20120,21200,20120,21120,21110,21100,21100,21100,20120,20100,20120,21120,20100,20110,20110,21120,21120,20120,22000,22000,22000,22000,22000,22020,22010,22020,22020,22000,22010,22100,22000,22000,22100,22100,22222,22200,22200,22200,22200,22210,22200,22200,22200,22000,22000,22010,22000,20000,21020,20000,20000,20000,20000,20000,21020,21020,20010,20100,20100,20100,21000,20000,21000,20020
promo,21002,21000,20000,20100,20201,22000,20000,21000,21000,21000,20000,20000,20002,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,21000,21000,21000,21000,21000,21000,21000,21000,20000,20000,20000,20000,20000,20000,21000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20002,21000,20000,20000,20002,20000,20000,21000,20000,20000,21000,20000,20000,20100,20000,20000,20000,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20020,20000,20000,20200,20220,20200,20201,20201,20201,20200,20010,20000,20100,20120,20100,20100,21100,20100,21100,20100,20102,20100,20100,20110,21201,20100,21110,21100,21102,21102,21110,20100,20100,20100,21100,20100,20100,20100,21100,21100,20100,22000,22010,22000,22000,22000,22000,22000,22000,22010,22020,22020,22022,22000,22000,22100,22100,22200,22222,22200,22200,22201,22200,22202,22200,22200,22000,22010,22000,22000,20010,21000,20000,20000,20000,20000,20000,21000,21000,20000,20002,20100,20002,21000,20000,21000,20000
pronk,21100,21000,20010,20110,20200,22000,20000,21000,21000,21000,20010,20000,20100,20000,20010,20000,21000,20000,20001,20001,20010,20000,20000,20000,20010,20010,20010,20020,20020,20010,21000,20000,20000,20000,21000,21010,21000,21000,21001,21000,21000,21000,20000,20000,20000,20000,20000,20000,21000,20100,20000,20000,20000,20000,20001,20010,20000,20010,20020,21000,21010,20100,21000,20010,20000,20120,20000,20010,21000,20010,20010,21000,20000,20001,20101,20000,20010,20010,20210,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20022,20120,20020,20000,20000,20010,20000,20000,20020,20020,20200,20200,20220,20200,20200,20200,20200,20000,20000,20100,20100,20100,20110,21100,20111,21101,20102,20100,20100,20101,20110,21200,20100,21100,21100,21120,21100,21100,20100,20100,20110,21100,20100,20100,20100,21100,21100,20110,22000,22000,22000,22020,22000,22002,22020,22000,22000,22000,22000,22100,22020,22020,22110,22100,22200,22200,22222,22220,22200,22200,22200,22200,22200,22002,22000,22020,22000,20000,21000,20000,20000,20010,20000,20000,21000,21010,20000,20100,20110,20110,21002,20010,21000,20000
pront,21100,21000,20010,20110,20200,22000,20000,21000,21000,21002,20010,20002,20100,20000,20010,20000,21000,20000,20000,20000,20010,20002,20001,20000,20010,20010,20010,20020,20020,20011,21000,20000,20000,20000,21000,21010,21002,21000,21000,21001,21001,21000,20000,20000,20000,20001,20002,20001,21001,20101,20000,20000,20000,20000,20000,20010,20000,20010,20020,21000,21010,20101,21001,20010,20000,20120,20000,20010,21000,20010,20010,21000,20000,20002,20100,20000,20010,20010,20210,20002,20001,20001,20001,20000,20000,20000,20002,20000,20020,20020,20120,20022,20000,20002,20010,20002,20000,20020,20022,20200,20200,20220,20200,20200,20202,20201,20000,20000,20100,20100,20101,20110,21100,20110,21100,20100,20100,20100,20100,20110,21202,20100,21100,21100,21120,21101,21100,20100,20101,20111,21101,20101,20101,20100,21100,21100,20110,22000,22000,22002,22020,22000,22000,22022,22000,22000,22000,22000,22100,22020,22022,22110,22100,22200,22200,22220,22222,22200,22200,22200,22200,22200,22000,22000,22020,22001,20000,21000,20000,20002,20010,20000,20000,21000,21010,20001,20101,20110,20110,21000,20010,21000,20000
prooi,21100,21000,20000,20100,20210,22001,20000,21000,21000,21000,20000,20000,20100,20000,20000,20001,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20001,20000,20000,21000,21000,21000,21001,21000,21000,21000,21000,20000,20000,20000,20000,20000,20000,21000,20101,20000,20000,20001,20000,20000,20000,20000,20001,20000,21000,21000,20100,21000,20000,20001,20101,20001,20000,21000,20000,20000,21000,20000,20001,20021,20001,20001,20001,20201,20001,20001,20001,20001,20001,20001,20000,20000,20001,20000,20000,20100,20000,20000,20000,20001,20001,20000,20000,20001,20200,20200,20200,20222,20220,20220,20200,20001,20001,20100,20100,20100,20100,21100,20100,21100,20100,20111,20101,20100,20100,21210,20100,21100,21101,21110,21110,21100,20100,20100,20100,21100,20101,20100,20100,21100,21100,20100,22000,22000,22000,22000,22000,22000,22000,22001,22001,22001,22001,22101,22001,22001,22021,22021,22200,22210,22200,22200,22222,22200,22210,22200,22200,22001,22001,22000,22000,20000,21000,20001,20001,20000,20001,20000,21000,21000,20000,20100,20020,20101,21000,20002,21000,20001
prove,21100,21000,20001,20101,20200,22000,20000,21000,21000,21000,20001,20000,20100,20000,20001,20002,21001,20001,20000,20002,20001,20001,20000,20000,20000,20001,20001,20000,20002,20000,21001,20000,20002,20000,21001,21001,21001,21000,21000,21000,21000,21000,20000,20002,20002,20000,20000,20000,21001,20100,20002,20001,20001,20001,20001,20001,20001,20001,20001,21001,21001,20101,21001,20001,20001,20100,20001,20001,21001,20001,20001,21001,20002,20001,20100,20010,20000,20000,20201,20001,20002,20002,20002,20001,20000,20000,20000,20000,20002,20000,20100,20000,20001,20001,20001,20001,20001,20001,20000,20201,20200,20200,20200,20200,20200,20200,20000,20000,20101,20101,20101,20101,21101,20101,21101,20100,20100,20100,20100,20101,21200,20101,21101,21102,21100,21100,21100,20101,20100,20101,21101,20100,20102,20102,21111,21101,20101,22000,22000,22000,22000,22000,22001,22001,22001,22001,22000,22002,22100,22000,22000,22100,22100,22201,22200,22200,22200,22200,22222,22220,22200,22200,22000,22000,22002,22000,20000,21001,20000,20000,20000,20000,20000,21002,21001,20002,20100,20100,20100,21000,20000,21000,20001
provo,21002,21000,20000,20100,20201,22000,20000,21000,21000,21000,20000,20000,20002,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,21000,21000,21000,21000,21000,21000,21000,21000,20000,20000,20000,20000,20000,20000,21000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20002,21000,20000,20000,20002,20000,20000,21000,20000,20000,21000,20000,20000,20100,20010,20000,20000,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20200,20201,20201,20201,20200,20000,20000,20100,20100,20100,20100,21100,20100,21100,20100,20102,20100,20100,20100,21201,20100,21100,21100,21102,21102,21100,20100,20100,20100,21100,20100,20100,20100,21110,21100,20100,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22100,22100,22200,22202,22200,22200,22201,22220,22222,22200,22200,22000,22000,22000,22000,20000,21000,20000,20000,20000,20000,20000,21000,21000,20000,20002,20100,20002,21000,20000,21000,20000
proxy,21100,21000,20000,20100,20200,22000,20000,21000,21000,21000,20000,20000,20100,20002,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,21000,20000,20000,20000,21000,21000,21000,21000,21000,21000,21002,21000,20000,20000,20000,20000,20000,20000,21000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20002,21000,21000,20100,21000,20000,20000,20100,20000,20000,21000,20000,20000,21000,20000,20000,20100,20000,20000,20000,20200,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20200,20200,20200,20200,20200,20000,20000,20100,20100,20100,20100,21100,20100,21100,20100,20100,20100,20100,20100,21200,20100,21100,21100,21100,21100,21100,20100,20100,20100,21100,20100,20100,20100,21100,21100,20100,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22100,22100,22200,22200,22200,22200,22200,22200,22200,22222,22200,22000,22000,22000,22000,20000,21000,20000,20000,20000,20000,20002,21000,21000,20000,20100,20101,20100,21000,20000,21000,20000
proza,21101,21001,20001,20100,20200,22000,20001,21001,21001,21001,20001,20001,20101,20001,20001,20001,21001,20001,20001,20001,20001,20001,20001,20002,20002,20001,20001,20002,20001,20001,21001,20001,20001,20002,21001,21001,21001,21002,21002,21001,21001,21001,20002,20001,20001,20002,20001,20001,21001,20101,20021,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20100,21000,20010,20010,20101,20002,20000,21000,20000,20000,21000,20000,20000,20100,20001,20001,20002,20200,20000,20000,20000,20000,20000,20022,20001,20001,20001,20001,20001,20101,20001,20000,20000,20000,20000,20000,20000,20000,20200,20200,20200,20200,20200,20200,20200,20000,20000,20102,20102,20100,20100,21100,20100,21100,20101,20100,20100,20102,20100,21200,20100,21100,21100,21100,21100,21100,20100,20101,20100,21100,20100,20100,20100,21100,21100,20110,22001,22001,22001,22001,22001,22000,22000,22000,22000,22002,22000,22100,22000,22000,22100,22100,22200,22200,22200,22200,22200,22200,22200,22200,22222,22000,22000,22000,22000,20001,21000,20000,20000,20000,20000,20000,21000,21000,20000,20100,20100,20100,21000,20001,21002,20000
pruik,21000,21000,20000,20000,20000,22220,20000,21000,21000,21000,20000,20000,20000,20000,20000,20020,21000,20000,20001,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20020,20000,20000,21000,21000,21000,21020,21001,21000,21000,21000,20000,20000,20000,20000,20000,20000,21000,20020,20200,20000,20020,20000,20001,20000,20100,20020,20000,21000,21000,20000,21000,20000,20020,20010,20010,20000,21000,20000,20000,21000,20000,20011,20011,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20000,20000,20020,20000,20002,20000,20000,20000,20000,20020,20020,20000,20000,20010,20000,20000,20000,20010,20000,20000,20000,20220,20220,20000,20000,20000,20000,21000,20001,21001,20002,20020,20020,20001,20000,21000,20000,21000,21020,21000,21000,21100,20000,20000,20000,21000,20020,20000,20200,21000,21000,20000,22000,22000,22000,22000,22100,22002,22000,22010,22010,22010,22010,22010,22010,22010,22010,22010,22000,22000,22002,22000,22010,22000,22000,22000,22000,22222,22220,22200,22200,20000,21100,20120,20110,20100,20120,20100,21100,21100,20100,20100,20000,20010,21202,20010,21000,20010
